PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Spadavecchia, C; Levionnois, O; Kronen, PW; Leandri, M; Spadavecchia, L; Schatzmann, U								Evaluation of administration of isoflurane at approximately the minimum alveolar concentration on depression of a nociceptive withdrawal reflex evoked by transcutaneous electrical stimulation in ponies								AMERICAN JOURNAL OF VETERINARY RESEARCH				67	5			762	769		10.2460/ajvr.67.5.762				MAY 2006	2006	Objective-To investigate effects of isoflurane at approximately the minimum alveolar concentration (MAC) on the nociceptive withdrawal reflex (NWR) of the forelimb of ponies as a method for quantifying anesthetic potency.Animals-7 healthy adult Shetland ponies.Procedure-Individual MAC (iMAC) for isoflurane was determined for each pony. Then, effects of isoflurane administered at 0.85, 0.95, and 1.05 iMAC on the NWR were assessed. At each concentration, the NWR threshold was defined electromyographically for the common digital extensor and deltoid muscles by stimulating the digital nerve; additional electrical stimulations (3, 5, 10, 20, 30, and 40 mA) were delivered, and the evoked activity was recorded and analyzed. After the end of anesthesia, the NWR threshold was assessed in standing ponies.Results-Mean SD MAC of isoflurane was 1.0 +/- 0.20/6. The NWR thresholds for both muscles increased significantly in a concentration-dependent manner during anesthesia, whereas they decreased in awake ponies. Significantly higher thresholds were found for the deltoid muscle, compared with thresholds for the common digital extensor muscle, in anesthetized ponies. At each iMAC tested, amplitudes of the reflex responses from both muscles increased as stimulus intensities increased from 3 to 40 mA. A concentration-dependent depression of evoked reflexes with reduction in slopes of the stimulus-response functions was detected.Conclusions and Clinical Relevance-Anesthetic-induced changes in sensory-motor processing in ponies anesthetized with isoflurane at concentrations of approximately 1.0 MAC can be detected by assessment of NWR. This method will permit comparison of effects of inhaled anesthetics or anesthetic combinations on spinal processing in equids.																		0002-9645			WOS:000237170800005	16649907	
J	Baars, JH; Tas, S; Herold, KF; Hadzidiakos, DA; Rehberg, B								The suppression of spinal F-waves by propofol does not predict immobility to painful stimuli in humans								BRITISH JOURNAL OF ANAESTHESIA				96	1			118	126		10.1093/bja/aei283				JAN 2006	2006	Background. The immobilizing effects of volatile anaesthetics are primarily mediated at the spinal level. A suppression of recurrent spinal responses (F-waves), which reflect spinal excitability, has been shown for propofol. We have assessed the concentration-dependent F-wave suppression by propofol and related it to the logistic regression curve for suppression of movement to noxious stimuli and the effect on the bispectral index (TM) (BIS (TM)). The predictive power of drug effects on F-waves and BIS for movement responses to noxious stimuli was tested.Methods. In 24 patients anaesthesia was induced and maintained with propofol infused by a target controlled infusion pump at stepwise increasing and decreasing plasma concentrations between 0.5 and 4.5 mg litre(-1). The F-waves of the abductor hallucis muscle were recorded at a frequency of 0.2 Hz. BIS values were recorded continuously. Calculated propofol concentrations and F-wave amplitude and persistence were analyzed in terms of a pharmacokinetic-pharmacodynamic (PK/PD) model with a simple sigmoid concentration-response function. Motor responses to tetanic electrical stimulation (50 Hz, 60 mA, 5 s, volar forearm) were tested and the EC50tetanus was calculated using logistic regression.Results. For slowly increasing propofol concentrations, computer fits of the PK/PD model for the suppression by propofol yielded a median EC50 of 1.26 (0.4-2.3) and 1.9 (1.0-2.8) mg litre(-1) for the F-wave amplitude and persistence, respectively. These values are far lower than the calculated EC50 for noxious electrical stimulation of 3.75 mg litre(-1). This difference results in a poor prediction probability of movement to noxious stimuli of 0.59 for the F-wave amplitude.Conclusions. F-waves are almost completely suppressed at subclinical propofol concentrations and they are therefore not suitable for prediction of motor responses to noxious stimuli under propofol mono-anaesthesia.																		0007-0912			WOS:000234433300020	16317030	
J	Farajidavar, Aydin; Towhidkhah, Farzad; Mirhashemi, Arash; Gharibzadeh, Shahriar; Behbehani, Khosrow								Computational modeling of Abeta fiber wind-up.								Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference				2006				4975	8						2006	2006	Wind-up, a condition related to chronic pain, is described traditionally as a frequency dependent increase in the excitability of sensory spinal cord neurons, evoked by electrical stimulation of small pain fibers. In this paper, we introduce a computational model on wind-up of large (Abeta) fibers, considering three major mechanisms of wind-up: 1) a feedforward mechanism causing Ca2+ entry, 2) a positive feedback, causing more Ca2+ entry, and 3) a feedforward due to sprouting of Abeta fibers towards the small pain fibers. Our model proposes three different ways for reducing wind-up and shows the most important way to treat the pain.																		1557-170X			MEDLINE:17946665	17946665	
J	Hoseini, SS; Hoseini, M; Gharibzadeh, S								Sprouting phenomenon, a new model for the role of A-beta fibers in wind up								MEDICAL HYPOTHESES				66	4			805	807		10.1016/j.mehy.2005.09.047				2006	2006	Wind up is a progressive frequency-dependent facilitation of the responses of nociceptive neurons observed on the application of repetitive (usually electrical) stimuli of constant intensity. The NMDA and NK1 receptors are essentially involved in wind up. After induction of wind up, stimulation of C-fibers show the characteristics of wind up, but stimulation of A beta fibers for induction of wind up is controversial. In this study, we have proposed a new model for the role of A beta fibers in wind up, through sprouting of nerve fibers in the dorsal horn of spinal cord. We named it "sprouting phenomenon". It has been reported that in some clinical hyperalgesic states induced by peripheral injury or inflammation, wind up may aggravate the pain. For example, studies have indicated the presence of wind up in post-surgical states, some neuropathic pains, fibromyalgia syndrome, and post-herpetic neuralgia. According to sprouting phenomenon, it seems that some clinical interventions can be assessed to alleviate post-inflammatory pains: (1) Immediate and complete relief of inflammation by anti-inflammatory agents to prevent repetitive excitation of C-fibers and subsequent morphological changes of dorsal horn laminae; (2) using local anesthetics in order to prevent pain signal transmission; (3) prevention of sprouting by intrathecal injection of some anti-proliferation agents; (4) using NMDA or NK1 receptor antagonists to prevent central mechanism of wind up. Some clinical trials have indicated the effectiveness of these antagonists. It is worth noting that future clinical studies are needed to validate these predictions. (c) 2005 Published by Elsevier Ltd.																		0306-9877			WOS:000236194500019	16356653	
J	Stemper, BD; Yoganandan, N; Rao, RD; Pintar, FA								Influence of thoracic ramping on whiplash kinematics								CLINICAL BIOMECHANICS				20	10			1019	1028		10.1016/j.clinbiomech.2005.06.011				DEC 2005	2005	Background. Some experimental whiplash investigations using human volunteers and full-body cadavers reported thoracic ramping, characterized by superior translation and extension rotation of the cervico-thoracic junction. The effect of this phenomenon on cervical spinal kinematics has not been quantitatively determined.Methods. A comprehensively validated computational model exercised in 2.7 m/s rear impact was used to determine effects of superior translation and extension rotation of T1 on cervical segmental kinematics during the retraction phase.Findings. In general, thoracic ramping had a minimal effect on cervical intervertebral kinematics during retraction.Interpretation. Results of the present study demonstrated that magnitude of thoracic ramping plays a minimal role in the whiplash injury mechanism due to decreased effect on cervical segmental kinematics. (c) 2005 Elsevier Ltd. All rights reserved.																		0268-0033	1879-1271		WOS:000233621900002	16095781	
J	Wiesenfeld-Hallin, Z; Xu, XJ; Crawley, JN; Hokfelt, T								Galanin and spinal nociceptive mechanisms: Recent results from transgenic and knock-out models								NEUROPEPTIDES				39	3			207	210		10.1016/j.npep.2004.12.017				JUN 2005	2005	Genetically modified mice with transgenic overexpression of galanin or depletion of genes for galanin or galanin receptors have become available, providing a new approach for analyzing the role of galanin in nociception. Mice overexpressing galanin had a moderate heat hypoalgesia, reduced spinal sensitization after repetitive C-fiber stimulation and reduced development of neuropathic pain-like behavior after sciatic nerve injury. On the other hand, mice lacking the GALR1 receptor (Galr1(-/-)) exhibited only slight increase in heat nociception in the hot plate, but not tail flick, test and showed no increase in spinal sensitization. The duration, but not magnitude, of neuropathic pain-like behaviors, was increased in Galr1(-/-) mice after nerve injury. These results support an inhibitory effect of galanin on nociception, but the physiological role played by galanin via GALR1 receptors needs to be further studied. (c) 2004 Elsevier Ltd. All rights reserved.					3rd International Symposium on Galanin and its Receptors3rd International Symposium on Galanin and its Receptors	OCT 21-22, 2004OCT 21-22, 2004		San Diego, CASan Diego, CA										0143-4179			WOS:000230076000014	15944013	
J	Knight, YE; Classey, JD; Lasalandra, MP; Akerman, S; Kowacs, F; Hoskin, KL; Goadsby, PJ								Patterns of fos expression in the rostral medulla and caudal pons evoked by noxious craniovascular stimulation and periaqueductal gray stimulation in the cat								BRAIN RESEARCH				1045	1-2			1	11		10.1016/j.brainres.2005.01.091				MAY 31 2005	2005	Functional imaging studies and clinical evidence suggest that structures in the brainstem contribute to migraine pathophysiology with a strong association between the brainstem areas, such as periaqueductal gray (PAG), and the headache phase of migraine. Stimulation of the superior sagittal sinus (SSS) in humans evokes head pain. Second-order neurons in the trigeminal nucleus that are activated by SSS stimulation can be inhibited by PAG stimulation. The present study was undertaken to identify pontine and medullary structures that respond to noxious stimulation of the superior sagittal sinus or to ventrolateral PAG stimulation. The distribution of neurons expressing the protein product (fos) of the c-fos immediate early gene were examined in the rostral medulla and caudal pons of the cat after (i) sham, (ii) stimulation of the superior sagittal sinus, (iii) stimulation of the superior sagittal sinus with PAG stimulation, or (iv) stimulation of the PAG alone. The structures examined for fos were the trigeminal nucleus, infratrigeminal nucleus, reticular nuclei, nucleus raphe magnus, pontine blink premotor area, and superior salivatory nucleus. Compared with all other interventions, fos expression was significantly greater in the trigeminal nucleus and superior salivatory nucleus after SSS stimulation. After PAG with SSS stimulation, on the side ipsilateral to the site of PAG stimulation, fos was significantly greater in the nucleus raphe magnus. These structures are likely to be involved in the neurobiology of migraine. (C) 2005 Elsevier B.V. All rights reserved.																		0006-8993	1872-6240		WOS:000229530300001	15910757	
J	Buritova, J; Larrue, S; Aliaga, M; Besson, JM; Colpaert, F								Effects of the high-efficacy 5-HT1A receptor agonist, F 13640 in the formalin pain model: A c-Fos study								EUROPEAN JOURNAL OF PHARMACOLOGY				514	2-3			121	130		10.1016/j.ejphar.2005.03.016				MAY 9 2005	2005	We studied the effects of the high-efficacy 5-hydroxytryptamine(1A) (5-HT1A) receptor agonist, F 13640 on both formalin-induced spinal cord c-Fos protein expression and pain behaviours in the rat. Replicating earlier data, F 13640 (0.63 mg/kg, i.p.; t(-15 min)) completely inhibited the elevation and licking of the formalin-injected paw. In the same animals, and in spite of the agent as in earlier data increasing the number of c-Fos labelled nuclei when it was administered alone, F 13640 markedly reduced the number of formal in-induced c-Fos labelled nuclei. This was found in both the superficial (I-II) and deep (V-VI) dorsal horn laminae (2 h post-injection: 72 +/- 2% and 92 +/- 1% of reduction, respectively; P < 0.001 in either case), spinal areas that contain neurons responsive to nociceptive stimulation. Co-operation occurred so that after the co-administration of F 13640 and formalin, c-Fos expression was inferior to that induced when either stimulation was administered alone. The data provide initial evidence for the agent's inhibitory effects on noxiously evoked c-Fos expression. The results indicate that co-operation between 5-HT1A receptor activation and nociceptive stimulation powerfully inhibits responses to severe, tonic nociception. (c) 2005 Elsevier B.V. All rights reserved.																		0014-2999			WOS:000229630100005	15910798	
J	Zhu, XY; Conklin, DR; Eisenach, JC								Preoperative inhibition of cyclooxygenase-1 in the spinal cord reduces postoperative pain								ANESTHESIA AND ANALGESIA				100	5			1390	1393		10.1213/01.ANE.0000148127.53832.8E				MAY 2005	2005	Intrathecal administration of cyclooxygenase (COX)-1, but not COX-2, specific inhibitors given on postoperative day 1 has analgesic effects in an incisional model of postoperative pain. We investigated the effects of preoperative administration of intrathecal COX inhibitors in this model. Fifteen minutes before surgery, rats received intrathecally the COX-1 preferring inhibitor, ketorolac, the specific COX-1 inhibitor, SC-560, the COX-2 inhibitor NS-398, or vehicle. A 1-cm longitudinal incision was en made through skin, fascia, and muscles of the plantar aspect of a left paw in male rats. Withdrawal threshold to von Frey filaments was measured at 2 h, 4 h, and at intervals up to 5 days later. Ketorolac and SC-560 increased withdrawal threshold to mechanical stimulation, but NS-398 had no significant effect. These results suggest that COX-1 plays an important role in spinal cord pain processing and sensitization after surgery and that preoperative intrathecal administration of specific COX-1 inhibitors may be useful to treat Postoperative pain.																		0003-2999			WOS:000228755400035	15845692	
J	Ziea, ET; Lao, LX; Yew, D; Wu, J; Leung, R; Leung, WK; Sung, J								Electro-acupuncture significantly reduces cfos & secrotonin (5HT) responsiveness of brain-gut axis to colorectal distension in rat model of visceral hyperalgesia								GASTROENTEROLOGY				128	4			A377	A377					2	APR 2005	2005						Annual Meeting of the American-Gastroenterological-Association/Digestive-Disease-WeekAnnual Meeting of the American-Gastroenterological-Association/Digestive-Disease-Week	MAY 14-19, 2005MAY 14-19, 2005	Amer Gastroenterolog AssocAmer Gastroenterolog Assoc	Chicago, ILChicago, IL										0016-5085			WOS:000228619303072		
J	Lee, RYW; McGregor, AH; Bull, AMJ; Wragg, P								Dynamic response of the cervical spine to posteroanterior mobilisation								CLINICAL BIOMECHANICS				20	2			228	231		10.1016/j.clinbiomech.2004.09.013				FEB 2005	2005	Background. Posteroanterior mobilisation is a manual therapy technique that is commonly used in the examination and treatment of neck pain, but little is known about its biomechanical effect. The purpose of this study was to determine the intervertebral movements of the cervical spine produced by posteroanterior mobilisation.Methods. The cervical spines of nineteen healthy subjects were scanned using an open interventional magnetic resonance imaging scanner. Posteroanterior mobilisation forces were applied to the fifth cervical vertebra whilst they were in the prone position. Sagittal images of the spine were obtained before and during mobilisation,Findings. It was shown that posteroanterior mobilisation of the cervical spine generally produced extension of the upper motion segments and flexion of the lower segments. The middle segments were inconsistent in the direction of rotation. The cervical lordosis was found to increase with repeated PA loading cycles.Interpretation. The magnitude of intervertebral movement produced by mobilisation is small. Forces applied at one spinous process produced not only movements at the target vertebra but also movements of the entire cervical spine resulting in an increase in lordosis. Mobilisation should be interpreted as three-point bending of the entire cervical spine, rather than simple gliding of one vertebra upon another. (C) 2004 Elsevier Ltd. All rights reserved.																		0268-0033	1879-1271		WOS:000226480800017	15621330	
J	Yang, Ming-hui; Zhang, Hai-yan; Liu, Yi								[Effect of tianyuan ketong recipe on the pain behavior, c-fos expression and P substance contents in dorsal horn of spinal cord in formalin induced pain model rats].								Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine				24	11			992	5						2004-Nov	2004	OBJECTIVE: To observe the effect and mechanism of Tianyuan Ketong recipe (TKR) on the pain reaction in formalin induced pain model rats.METHODS: The analgesic effect of TKR was evaluated using pain behavior graded scoring, the c-fos gene expression and P substance contents in superficial lamella of spinal cord dorsal horn in model rats were analyzed by means of immunohistochemical analysis and computer image analysis technique.RESULTS: TKR could markedly inhibit the pain reaction in model rats (P < 0.05), and the pain induced elevation of c-fos expression and P substance contents could also be suppressed (P < 0.05).CONCLUSION: TKR shows definite analgesic effect on formalin induced pain model rats, the reduction of neuron's reaction in spinal cord dorsal horn to afferent noxious stimulation is possibly one of the pathways for its analgesic effect.																		1003-5370			MEDLINE:15609597	15609597	
J	Heinricher, MM; Neubert, MJ								Neural basis for the hyperalgesic action of cholecystokinin in the rostral ventromedial medulla								JOURNAL OF NEUROPHYSIOLOGY				92	4			1982	1989		10.1152/jn.00411.2004				OCT 2004	2004	The analgesic actions of opioids can be modified by endogenous "anti-opioid" peptides, among them cholecystokinin (CCK). CCK is now thought to have a broader, pronociceptive role, and contributes to hyperalgesia in inflammatory and neuropathic pain states. The aim of this study was to determine whether anti-opioid and pronociceptive actions of CCK have a common underlying mechanism. We showed previously that a low dose of CCK microinjected into the rostral ventromedial medulla (RVM) blocked the analgesic effect of systemically administered morphine by preventing activation of OFF-cells, which are the antinociceptive output of this well characterized pain-modulating region. At this antiopioid dose, CCK had no effect on the spontaneous activity of these neurons or on the activity of ON-cells ( hypothesized to facilitate nociception) or "NEUTRAL cells" ( which have no known role in pain modulation). In this study, we used microinjection of a higher dose of CCK into the RVM to test whether activation of ON-cells could explain the pronociceptive action of this peptide. Paw withdrawal latencies to noxious heat and the activity of a characterized RVM neuron were recorded in rats lightly anesthetized with methohexital. CCK ( 30 ng/200 nl) activated ON-cells selectively and produced behavioral hyperalgesia. Firing of OFF-cells and NEUTRAL cells was unaffected. These data show that direct, selective activation of RVM ON-cells by CCK is sufficient to produce thermal hyperalgesia and indicate that the anti-opioid and pronociceptive effects of this peptide are mediated by actions on different RVM cell classes.																		0022-3077			WOS:000223954500006	15152023	
J	Anderson, KD								Targeting recovery: Priorities of the spinal cord-injured population								JOURNAL OF NEUROTRAUMA				21	10			1371	1383		10.1089/neu.2004.21.1371				OCT 2004	2004	In the United States alone, there are more than 200,000 individuals living with a chronic spinal cord injury (SCI). Healthcare for these individuals creates a significant economic burden for the country, not to mention the physiological, psychological, and social suffering these people endure everyday. Regaining partial function can lead to greater independence, thereby improving quality of life. To ascertain what functions are most important to the SCI population, in regard to enhancing quality of life, a novel survey was performed in which subjects were asked to rank seven functions in order of importance to their quality of life. The survey was distributed via email, postal mail, the internet, interview, and word of mouth to the SCI community at large. A total of 681 responses were completed. Regaining arm and hand function was most important to quadriplegics, while regaining sexual function was the highest priority for paraplegics. Improving bladder and bowel function was of shared importance to both injury groups. A longitudinal analysis revealed only slight differences between individuals injured <3 years compared to those injured >3 years. The majority of participants indicated that exercise was important to functional recovery, yet more than half either did not have access to exercise or did not have access to a trained therapist to oversee that exercise. In order to improve the relevance of research in this area, the concerns of the SCI population must be better known and taken into account. This approach is consistent with and emphasized by the new NIH roadmap to discovery.																		0897-7151	1557-9042		WOS:000224817800002	15672628	
J	Manola, L; Holsheimer, J								Technical performance of percutaneous and laminectomy leads analyzed by modeling								NEUROMODULATION				7	4			231	241		10.1111/j.1094-7159.2004.04207.x				OCT 2004	2004	The objective of this study was to compare the technical performance of laminectomy and percutaneous spinal cord stimulation leads with similar contact spacing by computer modeling. Monopolar and tripolar (guarded cathode) stimulation with both lead types in a low-thoracic spine model was simulated using UT-SCS software. Dorsal column and dorsal root fiber thresholds were calculated as well as the area of recruited fibers in the dorsal columns, the rostrocaudal span of recruited dorsal root fibers and the energy consumption at discomfort threshold. Tripolar stimulation is superior to monopolar stimulation in the recruitment of the dorsal columns, a percutaneous lead recruits a similar to12% larger dorsal column area than a laminectomy lead does. This difference is reduced when the contact spacing of the lead models is the same. A percutaneous lead with significant wire impedance (140 Ohms) consumes similar to115-240% more energy, whereas the same lead with negligible wire impedance consumes similar to40-85% more energy. A deterioration of all performance parameters is predicted when a percutaneous lead is placed more dorsally in the epidural tissue. When positioned next to the dura mater, a percutaneous lead has a similar performance (fiber recruitment in the dorsal columns and the dorsal roots) as a laminectomy lead with similar contact spacing, but substantially higher energy consumption. The superior clinical performance of the laminectomy lead is most probably due to the difference in volume and insertion technique of the two lead types.																		1094-7159	1525-1403		WOS:000224523000001	22151331	
J	Hao, JX; Kupers, RC; Xu, XJ								Response characteristics of spinal cord dorsal horn neurons in chronic allodynic rats after spinal cord injury								JOURNAL OF NEUROPHYSIOLOGY				92	3			1391	1399		10.1152/jn.00121.2004				SEP 2004	2004	The physiological mechanisms of chronic pain in patients with spinal cord injury (SCI) are poorly understood. In the present study, we explored response characteristics of dorsal horn neurons of spinally injured rats exhibiting chronic pain (pain-like response to innocuous mechanical and cold stimulation). Several abnormalities were found in the distribution and response characteristics of dorsal horn neurons in chronic allodynic rats. First, 17% of the recorded neurons (vs. 0% in control animals) had no receptive field. Most of these units were located at or close to the lesioned spinal segment, and they discharged spontaneously at high frequencies. Allodynic rats also showed a significant decrease in the proportion of low-threshold ( LT) neurons and an increase in the proportion of wide dynamic range (WDR) neurons. The rate of spontaneous activity of high-threshold (HT) neurons was significantly higher in allodynic compared with control rats. Moreover, HT neurons in allodynic animals showed increased neuronal responses to mechanical stimulation. WDR neurons responded with higher discharge rates to innocuous von Frey hair stimulation in allodynic compared with control rats. The percentage of WDR and HT neurons showing afterdischarges to noxious pinch was also significantly increased in the allodynic rats. The proportion of WDR and HT neurons responding to innocuous cold stimulation respectively increased from 53 and 25% in control rats to 91 and 75% in allodynic animals. These results suggest that the chronic pain-like behaviors in spinally injured rats may be generated and maintained by abnormalities in dorsal horn neurons.																		0022-3077	1522-1598		WOS:000223539400015	15331646	
J	Nishiyama, T; Hanaoka, K								Intrathecal clonidine and bupivacaine have synergistic analgesia for acute thermally or inflammatory-induced pain in rats								ANESTHESIA AND ANALGESIA				98	4			1056	1061		10.1213/01.ANE.0000105877.07071.EF				APR 2004	2004	We investigated the interaction between spinally administered bupivacaine and clonidine using an animal model of acute and inflammatory pain. Rats implanted with lumbar intrathecal catheters were injected intrathecally with saline (control), bupivacaine (1 to 100 mug), or clonidine (0.1 to 3 mug) and tested for their responses to thermal stimulation to the tail (tail flick test) and subcutaneous formalin injection into the hindpaw (formalin test). The effects of the combination of bupivacaine and clonidine on both stimuli were tested by isobolographic analysis. General behavior and motor function were examined as side effects. The 50% effective doses of bupivacaine and clonidine were significantly smaller when combined compared with each single drug in both the tail flick test (2.82 and 0.11 mug versus 7.1 and 0.29 mug, respectively) and phase 1 (0.24 and 0.009 mug versus 5.7 and 0.15 mug) and phase 2 (0.31 and 0.012 mug versus 3.2 and 0.16 mug) of the formalin test. Side effects were decreased by the combination. These results suggest a favorable combination of intrathecal bupivacaine and clonidine in the management of acute and inflammatory pain.																		0003-2999			WOS:000220491700033	15041598	
S	Seong, J; Park, HC; Kim, J; Kim, UJ; Lee, BW						Diederich, M		Radiation-induced alteration of pain-related signals in an animal model with bone invasion from cancer								SIGNAL TRANSDUCTION PATHWAYS, CHROMATIN STRUCTURE, AND GENE EXPRESSION MECHANISMS AS THERAPEUTIC TARGETS		ANNALS OF THE NEW YORK ACADEMY OF SCIENCES		1030				179	186		10.1196/annals.1329.023				2004	2004	Although radiotherapy is highly effective in relieving bone pain from cancer invasion, the mechanism of pain relief remains unclear. To explore the mechanism of radiotherapy-induced analgesia, we have developed an animal model of bone pain resulting from cancer invasion. Using this animal model system, radiation-induced pain response and pain-related signals in the spinal cord were analyzed. The hind paw model of bone pain from cancer invasion was developed by injecting transplantable hepatocellular carcinoma, HCa-1, into the periosteal membrane of the foot dorsum in C3H/Hej mice. Bony invasion from HCa-1 cells was confirmed by histopathological examinations. We also measured the development of pain-associated behaviors. In this model, changes in the objective level of pain response after irradiation of the tumor were analyzed. Expression of pain-related host signals in the spinal cord, such as calcitonin gene-related peptide (CGRP), substance P, and c-fos, was investigated with immunohistochemical staining. In the histopathological examinations, bone invasion from HCa-1 cells was seen from day 7 and was evident at day 14 after injection. Measurable pain-associated behaviors were developed from day 7. In this model, mice treated with radiotherapy showed decreased objective levels of pain with a higher threshold to graded mechanical stimulation than did control mice from day 3 after irradiation. After irradiation of tumors, significant decreases in the expression of CGRP were shown in the spinal cord, whereas neither substance P nor c-fos showed any alteration. We developed a novel hind paw model of bone pain from cancer invasion that was confirmed by histopathological examination and measurable pain-associated behaviors. Radiotherapy decreased the objective level of pain and the underlying mechanism involved in the alteration of pain-related host signal, CGRP, in the spinal cord.					Conference on Signal Transduction Pathways, Chromatin Structures and Gene Expression Mechanisms as Therapeutic Targets (Science Week 2004)Conference on Signal Transduction Pathways, Chromatin Structures and Gene Expression Mechanisms as Therapeutic Targets (Science Week 2004)	JAN 25-31, 2004JAN 25-31, 2004	Fdn Rech Canc & Sang; Novartis Luxembourg; Q8 PetroleumFdn Rech Canc & Sang; Novartis Luxembourg; Q8 Petroleum	Luxembourg, LUXEMBOURGLuxembourg, LUXEMBOURG										0077-8923		1-57331-573-7	WOS:000228128100022	15659796	
J	Uchiyama, T; Johansson, H; Windhorst, U								A model of the feline medial gastrocnemius motoneuron-muscle system subjected to recurrent inhibition								BIOLOGICAL CYBERNETICS				89	2			139	151		10.1007/s00422-003-0413-y				AUG 2003	2003	Recurrent inhibition in the mammalian spinal cord is complex, and its functions are not yet well understood. Skeletomotoneurons (alpha-MNs) excite, via recurrent axon collaterals, inhibitory Renshaw cells (RCs), which in turn inhibit alpha-MNs and other neurons. The anatomical and functional structure of the recurrent inhibitory network is nonhomogeneous, and the gain and filtering characteristics of RCs are modulated by inputs circumventing alpha-MNs. This complex organization is likely to play important roles for the discharge and recruitment properties of alpha-MNs. Modeling this system is a way of investigating hypothesized roles for normal functioning including muscle fatigue and different forms of physiological pathological tremor. In this paper, a detailed model including alpha-MNs, RCs, and the muscle fibers innervated by the alpha-MNs is presented. Outlines of the experimental data underlying the model and the modeling philosophy and procedure are presented. Then the behavior of a RC model is compared with experimental data reported in the literature. Model and experimental data agree well for burst responses elicited by synchronous single-pulse activation of different numbers of motor axons. In addition, the static relation between motor-axon activation rate and RC firing rate agree fairly well in model and experiment, and the same applies to the dynamic responses to step changes in motor-axon rate. The ultimate objective is to use this model in probing the role of recurrent inhibition in the control and stability of (isometric) muscular force under normal and altered conditions occurring during fatigue and muscle pain.																		0340-1200	1432-0770		WOS:000185256200006	12905042	
J	Urch, CE; Dickenson, AH								In vivo single unit extracellular recordings from spinal cord neurones of rats								BRAIN RESEARCH PROTOCOLS				12	1			26	34		10.1016/S1385-299X(03)00068-0				AUG 2003	2003	A method for in vivo single unit extracellular recordings from the dorsal horn of rat or mouse spinal cords is described. This method allows the complex, dynamic and plastic circuitry of the dorsal horn to be explored in various models and situations. Briefly, the spinal cord is exposed in deeply anaesthetised animals and a recording electrode is inserted into the dorsal horn. To isolate a neurone the electrode is moved incrementally through the cord whilst the ipsilateral hindpaw (receptive field) is stimulated with a light tap. The neurone can then be characterised according to its depth, latency of Abeta-, Adelta- and C-fibre responses and its response to natural (brush, heat, pressure) and electrical stimulation. The neuronal response is captured, filtered, amplified and displayed via an oscilloscope and speakers, and fed through to a computer where the responses can be integrated and displayed in numerous formats. This basic technique can be adapted to record from animals of various ages, to investigate alterations in spinal processing, suprapsinal influences, receptive field size and so on, and to assess the impact of therapeutic or other interventions. A key issue is that this type of approach, unlike behavioural assessment that relies on threshold measures, allows quantitative measures of suprathreshold activity, closer to the clinical situation. (C) 2003 Elsevier B.V. All rights reserved.																		1385-299X			WOS:000185501300004	12928042	
J	Amir, R; Devor, M								Extra spike formation in sensory neurons and the disruption of afferent spike patterning								BIOPHYSICAL JOURNAL				84	4			2700	2708		10.1016/S0006-3495(03)75075-9				APR 2003	2003	The peculiar pseudounipolar geometry of primary sensory neurons can lead to ectopic generation of "extra spikes" in the region of the dorsal root ganglion potentially disrupting the fidelity of afferent signaling. We have used an explicit model of myelinated vertebrate sensory neurons to investigate the location and mechanism of extra spike formation, and its consequences for distortion of afferent impulse patterning. Extra spikes originate in the initial segment axon under conditions in which the soma spike becomes delayed and broadened. The broadened soma spike then re-excites membrane it has just passed over, initiating an extra spike which propagates outwards into the main conducting axon. Extra spike formation depends on cell geometry, electrical excitability, and the recent history of impulse activity. Extra spikes add to the impulse barrage traveling toward the spinal cord, but they also travel antidromically in the peripheral nerve colliding with and occluding normal orthodromic spikes. As a result there is no net increase in afferent spike number. However, extra spikes render firing more staccato by increasing the number of short and long interspike intervals in the train at the expense of intermediate intervals. There may also be more complex changes in the pattern of afferent spike trains, and hence in afferent signaling.																		0006-3495	1542-0086		WOS:000183123100056	12668478	
